label,image,row_1,row_2,row_3,row_4,card_owner,item-count,item-key
B-tch,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,"If there was a time to be scared, it is when Mod gives you a dirty pint.  Roll the die, Bitch",,,,Modnar,1,type-af80f5ac-7bdd-4fe7-8234-58451c8f6a2e
Tired,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,"Modnar got tired of your shit, and decided you need to die. finish your drink",,,,Modnar,1,type-10f95deb-202a-4acc-a7f4-7a6ff646f477
Worship,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,You just completed a kinetic strike on a place of worship! Give 25,,,Modnar,1,type-23b3bda6-ff57-41a3-8c01-0638f40f417b
Quarter,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,NO QUARTER SHALL BE GIVEN!  All players will drink 15,,,Modnar,1,type-cacfd622-63dd-4465-807e-72e4f6ac1eec
Three war crimes,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,Name three war crimes or roll the die!,,Modnar,1,type-68bda81b-3513-46e8-ac2c-865c4d714d40
Electric,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,"Electric Shock Torture!  You give a player 15 shots, and the players next to them must also drink 15",,,,Modnar,1,type-8fc3c9c8-1762-4a46-a1fb-c5431d86ecaa
Clown,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,"Drown the Clown, choose another player. Do a count down and shout ""clown"". Last player to has to drink",,,,Bday,1,type-a22cc71d-57d6-4894-b8f0-6d6559abcfd0
Twat,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,You're a twat. You forgot a birthday present. Down your drink,,,Bday,1,type-28fe42e0-e018-44f1-b71d-d473f14a4628
Bday giving,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,Bday person / Host gives 10 shots,,Bday,1,type-0dfe74ec-af8c-4d14-9571-d8e94258cc5f
Bday taking,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,Bday person / Hosttakes 10 shots,,Bday,1,type-8e01c454-354d-42e7-9c1b-015c611ea267
Guys,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,All guys drink 10 shots,Bday,1,type-6f1734c7-3985-401c-8b13-b4c780fb28d3
Girls,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,,All girls drink 10 shots,Bday,1,type-5f6f6cf4-1854-49d2-9383-2e1b685ca8ec
Eveyone but you,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,Everyone but you drinks 5 shots,Bday,1,type-68d575f9-02ce-4da9-ac37-dfdb883109b4
You lose,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,,You drink 20 shots,Bday,1,type-56669794-e1a8-44e3-b25e-f68ea621fb5c
Host,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,Host has to take 10 shots,,Bday,1,type-70ac9211-e7f1-4dbb-a8e4-b685f5d6456e
Take 5,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,,Take 5,Bday,2,type-502eea3e-e394-4d02-bf84-e0b514614bfc
Give 5,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,Give 5,Bday,2,type-efd438c4-c984-490f-be13-a6006e30d5b9
Take 10,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,,Take 10,Bday,2,type-be5c34fe-9a51-4c1c-96e2-e322e6fb4d0d
Give 10,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,Give 10,Bday,2,type-502e2cbb-ceb5-4d07-aa91-d91cfdfe4cd9
Give 15,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,Give 15,Bday,2,type-8d814cfe-c12b-4237-aac9-2c17f68d0f46
Take 15,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,,Take 15,Bday,2,type-a955a6d0-f90a-4e96-85bc-3f59d694fa50
Give 20,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,Give 20,Bday,3,type-7cc68a0e-b9d8-4069-b580-8ce8cd30cc59
Take 20,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,,Take 20,Bday,3,type-bcfdc3ea-fcfb-430a-b706-cba81bfa87b9
Rude,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,You opened a birthday present?! take 10 shots,,Bday,1,type-ed087260-651c-49a1-bbb9-4bdedcf75707
Congrats,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"Congrats, you gave a proper present give 15 shots",,Bday,1,type-b12e3324-8a9b-4650-b9c4-da6c13e9b933
Age,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"How old did the bday person get, take that amount of shots",,,Bday,1,type-eae815a4-2135-4393-b512-387015a72b5d
Wish,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,Birthday wish came true. Deal your shots birthday person. Each person has to take 5,,,,Bday,1,type-4175d739-5df4-4b94-aefb-56af6754f2d9
Bet,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"Oh no, you lost a bet and now you have to drink a dirty pint",,,Bday,2,type-b4239bdc-96bb-43ea-bdbd-a91be9fc9db4
Buddy,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,Pick a buddy and drink with them,,Bday,1,type-dd9f90f7-58d5-4847-bbe9-de14eb6df88d
Complained,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"Neighbours complained about the music, take 5 shots.",,,Bday,1,type-d63b064f-12ca-4e4d-8784-110fad44ff12
Happy Birthday,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"Did you say happy birthday to the bday person? Yes give 5, No take 5",,,Bday,1,type-500f9744-cae4-4745-bec3-8e9f08517efc
Late,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,You arrived late on the birthday party. Catch up and take 20,,,Bday,1,type-b4ce5510-7c44-4c3c-af4c-c68855eb0198
Older,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,Everyone older than the bday person drink,,Bday,1,type-9fc04f7d-5067-42ef-9987-6624a3572710
Younger,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,Everyone younger than the bday person drink,,Bday,1,type-56bf4dbe-2c87-49fd-b669-f27ca016cf7d
Congratulations,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,Everyone takes the amount of shots the bday person has been congratulated today.,,,,Bday,1,type-d6b88e20-075d-4391-9a14-6b432f28725a
Alcoholic?,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,"Listen, I'm not an alcoholic, alcoholics go to meetings. I'm a drunk, we go to parties. Cheers everyone take 5.",,,,Bday,1,type-7ccd66a8-712d-45d6-b4b7-7348dce50923
Cup?,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,You lost your cup? Shame on you. Take 5 shots.,,Bday,1,type-4c0ba41e-31f5-4e7e-a051-9bd77f837b30
Belly,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,Better belly burst than good liquor be lost. Take 10 shots,,Bday,1,type-f0ddc7de-c789-425f-b486-6cd9bbe3acd7
Meeting,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,A party without alcohol is just a meeting. Give 10 shots.,,Bday,1,type-8038fc72-1ca7-49b7-bb87-2cf4c0221a2b
Crossfit,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"You say alcoholism, I say liver crossfit. Take 15 shots.",,Bday,1,type-91f54a4b-64f9-4e38-9dc4-3412c352dbdc
Problem,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"I don’t have a drinking problem, I have thirst problem. Take 25 shots.",,,Bday,1,type-7c1cdc3d-3357-4fda-991a-71cde5e25c08
Forget,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,DRINK TO FORGET BUT NEVER FORGET TO DRINK! TAKE 5 SHOTS,,,Bday,1,type-b87de885-0b62-48c9-bbdf-48a00ba64ae4
Share,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,"Good friends make the world go round, but good drink makes the room go round. Share 20 shots over 4 people.",,,,Bday,1,type-9566d2e3-c359-4e29-af77-d15e86fb4aaf
Ice,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,A drink with ice? You know what roll the dice twice to be extra nice.,,,Bday,1,type-d943de1b-55d3-466d-84e7-82d58d2234a7
First,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"You're the first one at the party, give two rolls of the dice to someone. ",,,Bday,1,type-4ff25c54-599e-437a-97c0-800e685ec02e
Bad pun,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,You made a bad pun roll the dice whatever it lands on x3 (except the dp of course),,,Bday,2,type-5cc07890-8f53-4ad3-a677-3994d67f1f6e
Bitch dun got yeeted,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,"Congrats, Spliff has 360 grand slammed ya nan. Roll the wheel for how many steps that bitch dun got yeeted .",,,,Spliff,1,type-060ed986-3c65-4e6e-9b8d-45852c7c4a05
Adolf Spliffler,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"Oh no, adolf Spliffler has gassed your house, finish your drink.",,Spliff,1,type-c43adee4-f0fd-40af-aadc-a9b65e1f74e0
Location known,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,"Spliff found where you live, take a dirty pint.",Spliff,1,type-6c8346b1-2aa7-4f45-acb0-f5d21231e0d3
KFC = Bad,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"Spliff heard ya talkin shit about KFC, take 20 shots.",,Spliff,1,type-f215f2fc-70a6-45ee-9f7e-1da75850173d
Woman,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"You got caught being a fucking woman, spin the wheel twice.",,Spliff,1,type-cf341a76-1414-40d6-a4de-fc7f016c0ea1
Feminist puncher,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"Wow you punched a feminist, give 20 shots",,Spliff,1,type-69919da3-ccd1-4055-b434-d7a93b0776ac
Get nanned,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"It's weird, Spliff nanned your dog take 10 shots",,Spliff,1,type-78275b48-0428-499f-bca0-14271ed04deb
For Honor,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,"You challenged Spliff to 1-V-1 For Honor and smashed your monitor, take a dirty pint.",,,,Spliff,1,type-aa559fd1-4ed1-4fbe-8af6-48ba9d1c5d4b
Defenestrated,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"Spliff defenestrated your first born, give 20 shots.",,Spliff,1,type-ab838d3e-35d4-465d-8f46-089ac77d23ea
Spelling,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,"Spliff's niece told to spell out retard but she ended up spelling (your name), take 20 shots.",,,,Spliff,1,type-44d4bd62-747e-4c80-a95d-d36c53ffc01f
Headset,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"Congrats, spliff just broke a headset shouting at ya woman ass, give 20.",,,Spliff,1,type-699a24be-3312-45f2-b620-ab7319391184
Pillaged your village,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"Spliff has pillaged your village, roll the wheel twice to save the village",,,Spliff,1,type-b94bf1f8-3b4e-445e-a999-e7bea78973a2
Vegetarian,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"You just slapped a vegetarian with a raw steak, congrats give 10",,,Spliff,1,type-ac0b03bc-ebfe-4849-9826-6c779e5e9467
Devils domain,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"You have entered the devils domain, roll twice for goodluck.",,Spliff,1,type-7cf5ee08-1c2b-4186-b548-dd47f488f037
Chug,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"You got caught playing drinko on easy, 10 spliff seconds now you must Chug",,,Spliff,1,type-0e85dd0d-ee3c-42ec-9b2a-b8c19cc52899
Finish your drink,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"Spliff backhanded your nan, now finish your drink.",,Spliff,1,type-36fd1a5c-7027-4d62-a74e-156fcbc655e6
Angered Mimz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"You angered Mimz, Spliff makes you roll the wheel.",,Spliff,1,type-a041a901-cea1-456c-894a-c36e0c2b4315
Crispy MAD,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"Crispy got pissed off at yet another game, take 15.",,Spliff,1,type-04d026d9-1903-4a07-abdc-254f0afae3ed
KFC or McD,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,If you got KFC or McDonalds today then give 20 or take if you didn't.,,,Spliff,1,type-2ebce640-48d8-468e-aaa9-fe2dd3621b84
Ya wife,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"High five, ya wife has died give 2 rolls.","High five, ya wife has died give 2 rolls.",Spliff,1,type-58043fde-566c-4ac2-ae9d-b108bbf451bd
Andrasta licked,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"Andrasta just licked you, so finish your drink to forget it.",,Spliff,1,type-9ebb627a-f28b-43a7-ab26-262566b55c5e
E-creatures,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,All E-creatures present take 10 shots.,Spliff,1,type-0e185584-9352-4b65-b745-a193d1aeb641
All women,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"All women present take 10, that includes female models.",,Spliff,1,type-7e308553-ba2e-4be2-a036-94e549cddaf3
All men,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"All men give 20 shots, only male avatars and ACTUAL MEN.",,Spliff,1,type-eaed2182-4a35-4be7-86e8-1e3936628b99
Council of alcoholics have decided,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"The council of alcoholics have decided you’re too sober, take 20.",,,Spliff,1,type-cedd0694-454b-4278-a793-fbd47c3bcae2
Caught simpin,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,,"You’ve been caught simpin, finish your drink.",Spliff,1,type-644a50ef-678f-4020-a916-af429e003259
Spliff shall decide,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,Spliff shall decide your fate. If no spliff host decides.,,Spliff,1,type-76dc55a7-93c7-4ed0-903a-67d87701f7bd
Blessed,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,,"The devils have blessed you with a pass, give 20.",,Spliff,1,type-c4790875-8abd-4683-951f-c47a84426287
Complaint,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"You created a complaint ticket about spliff in S&T, take 20.",,,Spliff,1,type-400ba601-9b22-4fa5-8f66-53f22f9bd1bd
Heaviest drinker,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"Everyone votes on the heaviest drinker, they can give and take 20.",,,Spliff,1,type-902ae4fb-148a-4b83-a9b0-086dfa727b06
Biggest Pussy,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"Everyone votes on the biggest pussy, they can give 20.",,,Spliff,1,type-215cacc8-f1da-4805-8009-41cb0b1aa822
Jehovah witness,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"You slammed a door on a Jehovah witness, give 20.",,,Spliff,1,type-845ec639-74d7-4f51-ba6f-ad8a4c413fcb
Alcoholic Jesus,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"Alcoholic Jesus has blessed you, give 20 in his honour.",,,Spliff,1,type-a44ad19c-9f19-4e16-92b0-05aa39bb00f7
Chapplebees,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"You have been blessed by the mimz, take a double chapplebees.",,,Spliff,1,type-aca2e8fe-8d24-4ce0-8b60-302ccbe3bfcc
Ancestry,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,"Mimz has wiped out your entire ancestry.com tree, take 2 rolls.",,,Spliff,1,type-aeff001e-f37e-4019-acb5-e18f7f8a7aea
Bomb,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,,"A dirty AF bomb has being dropped on your house, take a dirty pint.",,,Spliff,1,type-ecd4bc70-316f-4ed3-9445-b22f01b43d27
Defeated Karen,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,,,"You have defeated a Karen, give a dirty pint.",,Spliff,1,type-039950c6-3f11-4439-a518-b65ab30ca2e6
Unleashed,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/08e97934-3bb0-4690-bc29-bcef0dce2525.png?alt=media&token=5ce280b9-424e-4390-bccb-7a645bc9e886,It’s TT and spliff is unleashed. Everyone fills your own drinks and then finishes them.,,,,Spliff,1,type-34ac5a64-e5d4-4b99-b951-078339e2cabc
Duck,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/69c4e728-580f-448d-995a-e736c6b3f25e.png?alt=media&token=994cd4be-42be-490c-b524-f9f63ab6a836,You are a duck and you have swam to the bottom. Drink your way up (finish your drinks).,,,,Spliff,1,type-2b465153-a7e9-4a4f-b912-ea64c10d57dd
